text,date,newspaper,likes,retweets,lang,period
congressional panel hold public hearing tuesday unidentified flying object time decade,2022-05,wsj,376,122,en,war
rodney joffe anticybercrime chop land lucrative government contract prosecutor probe break law allege effort undermine trump campaigna role deny,2022-05,wsj,86,37,en,war
shanghai store reopen monday local government lay clear plan relax stringent covid restriction confine million resident inside home week,2022-05,wsj,65,17,en,war
senior european union official agree expand cooperation supply chain critical technology include semiconductor material production,2022-05,wsj,64,22,en,war
judge strike california law require company female director board second legal setback effort mandate board diversity,2022-05,wsj,142,29,en,war
traveler require daily cleaning service hotel feel get money worth,2022-05,wsj,63,13,en,war
despite center series headlinegrabbe blunder indiscretion rep madison cawthorn recognition expect benefit crowded north carolina gop primary field,2022-05,wsj,45,8,en,war
tshirt duffle bag price rise thrift store thank combination inflation surge online secondhand clothing market,2022-05,wsj,67,19,en,war
soccer team call hashtag united start group friend play video soccer game streamline online team attract fan real life,2022-05,wsj,254,21,en,war
political campaign save roe wade include urgent warning historic precedent purportedly threat listen justices griswold privacy,2022-05,wsj,46,8,en,war
stock market selloff bad investor warren buffett team,2022-05,wsj,87,18,en,war
feel fatigue covid infection try push symptom bad try strategy instead,2022-05,wsj,39,12,en,war
ukrainians return follow russian pullback part country bravery want,2022-05,wsj,156,25,en,war
lawenforcement official release name people kill mass shooting buffalo ny supermarket investigate possible hate crime,2022-05,wsj,42,15,en,war
stand linkedin tip explain,2022-05,wsj,34,13,en,war
death toll covid cross onceunthinkable threshold million life lose,2022-05,wsj,107,47,en,war
capital column draw close offer dose optimism democracy resilience suggestion americans need improve country fractured politic,2022-05,wsj,48,8,en,war
lawsuit shine light twitter censorship write alex berenson get boot dissent covid vaccinesafter biden critic kill people,2022-05,wsj,71,18,en,war
supreme court strike federal campaignfinance regulation limit politician repay loan supporter week election split side sen ted cruz,2022-05,wsj,81,21,en,war
easymoney tech startup company investor want watch budget figure break end cycle,2022-05,wsj,48,22,en,war
jpmorgan chase jamie dimon apple tim cook pay package ceo rise record level high pay sampp ceo,2022-05,wsj,35,18,en,war
nationwide shortage leave parent drive long distance search formula feed baby chart tennessee kansas delaware see bad shortage,2022-05,wsj,50,23,en,war
macquarie group sign lease midtown manhattan redevelopment office tower gain global attention trump administration own time family senior trump aide jared kushner,2022-05,wsj,43,7,en,war
america lean age power plant light,2022-05,wsj,60,19,en,war
starbucks join rank company offer cover travel cost employee need cross line medical care include abortion look company expand benefit,2022-05,wsj,156,39,en,war
uneasy truce ukrainian family share cellar russian soldier occupy village,2022-05,wsj,56,15,en,war
kill shooting tops friendly markets buffalo yearold aaron salter jr lockport ny like work care family list victim investigation stand,2022-05,wsj,57,13,en,war
hear early start worry recession worry earning recession different matter,2022-05,wsj,43,11,en,war
china economy descend deeply covidinduce doldrum raise question beijing plan stimulus measure prevent prolong downturn,2022-05,wsj,61,27,en,war
luka doncic nba celebrated young star bright stage dallas showdown versus reignite steph curry golden state write columnist,2022-05,wsj,399,39,en,war
senate minority leader mitch mcconnell pledge support billion aid package ukraine expect approve senate week,2022-05,wsj,68,16,en,war
european union foreign minister try reach accord russian oil embargo hungary resistance mean deal likely remain elusive diplomat,2022-05,wsj,57,21,en,war
doctor use antipsychotic antiaddiction drug stay body week long aim alleviate pressure pandemic add mentalhealth addiction crisis,2022-05,wsj,25,15,en,war
despite blunder indiscretion madison cawthorn recognition expect benefit crowded north carolina gop primary field,2022-05,wsj,56,9,en,war
crypto price move tandem traditional market punish investor,2022-05,wsj,64,15,en,war
million property include home apartment hospital extreme risk wildfire accord analysis,2022-05,wsj,49,16,en,war
wedding finally happen dress code unprecedented wear type nuptial attend summer,2022-05,wsj,35,8,en,war
buy dip stock pricey sharp decline,2022-05,wsj,50,10,en,war
european union expect tough household,2022-05,wsj,45,15,en,war
biden administration aim dent housing shortage million home regulatory move,2022-05,wsj,85,23,en,war
congressional squabble emerge propose legislation include security review outbound foreign investment waiver tariff chinese import,2022-05,wsj,38,14,en,war
worker dread return office find surprise upside backeven gross microwave breakroom,2022-05,wsj,42,11,en,war
place yieldseeke global investor asia junkbond market shrink drastically debt issuance slow trickle,2022-05,wsj,51,21,en,war
renault sell stake russia avtovaz statebacke entity nami,2022-05,wsj,66,22,en,war
early look page,2022-05,wsj,68,29,en,war
stock future edge suggest major index extend selloff push sampp consecutive week,2022-05,wsj,80,24,en,war
katy perry exercise routine half late workout hate work like late bad thing,2022-05,wsj,50,8,en,war
mit researcher find potent tool fight global warming basically cat litter,2022-05,wsj,97,40,en,war
jetblue plan take case directly spirit investor spirit previously spurn jetblue merger offer,2022-05,wsj,36,14,en,war
company try dream jetsonsstyle fly car reality face big problem live jetsonsstyle house sky,2022-05,wsj,61,16,en,war
watch holding cash incredibly popular today,2022-05,wsj,100,23,en,war
swat team countdown clock illtimed welcome box cnn million bet cnn unravel matter week,2022-05,wsj,61,16,en,war
stablecoin stable cryptocurrency peg dollar fall oldfashioned run bank,2022-05,wsj,76,19,en,war
cardinal joseph zen old spiritual leader hong kong prodemocracy movement church hierarchy align probeijing government,2022-05,wsj,70,27,en,war
amid tight labor market low unemployment public company startup turn cautious amid fall market economic concern look company lay people change hire practice cut spending,2022-05,wsj,63,24,en,war
bar kind work international athlete american high school college risk jeopardize visa take lucrative endorsement deal,2022-05,wsj,63,18,en,war
trouble east hampton wealthy town long island ny fight restrict number noisy airplane helicopter flight,2022-05,wsj,71,18,en,war
middle age lonely mom overlook age group struggle find meaningful connection social medium feel isolated lonely,2022-05,wsj,86,16,en,war
returntowork rebellion get employee push remote arrangement permanent,2022-05,wsj,243,56,en,war
footlong wildlife overpass construction los angeles aim help longterm survival mountain lion animal,2022-05,wsj,395,58,en,war
people conjure mental image thing see surprising realize hamper,2022-05,wsj,82,12,en,war
remotework free people daytoday physical tie case fault line divide couple handle,2022-05,wsj,69,12,en,war
elon musk cultivate close tie beijing build tesla business china buy twitter look china socialmedia platform promote view raise concern,2022-05,wsj,138,38,en,war
live beerstaine carpet break window covering yellowish wood floor california couple embark end roughly million renovation,2022-05,wsj,48,4,en,war
long cloud way skywatcher north south america treat blood moon total lunar eclipse start sunday night,2022-05,wsj,234,51,en,war
sale nfts fall explain technology head evolution,2022-05,wsj,60,19,en,war
el salvador president nayib bukele go bitcoin cryptocurrency steep loss stoke fear debt default,2022-05,wsj,163,71,en,war
diesel price hit record add inflation pressure economy fuel cost big thing face right,2022-05,wsj,137,44,en,war
long tom cruise john mccain maverick texas landowner refuse brand calf,2022-05,wsj,80,14,en,war
famous typo historyand futile attempt cover,2022-05,wsj,89,15,en,war
ukrainian brother take home interrogate beat shot leave dead alive,2022-05,wsj,311,184,en,war
late proof early 2000s y2 style return paris hilton juicy couture tracksuit,2022-05,wsj,70,14,en,war
elon musk hit pause button twitter deal question arise tesla chief talk phony account,2022-05,wsj,211,46,en,war
recent graduate high demand command high pay rent rise fast,2022-05,wsj,49,11,en,war
ceo answer range nearly million accord annual ranking sampp company,2022-05,wsj,93,23,en,war
fully appreciate doctor strange multiverse madness take workmaybe,2022-05,wsj,77,13,en,war
college athlete profit image likeness benefit,2022-05,wsj,34,7,en,war
caregiving noble thing need care key step take well care,2022-05,wsj,77,16,en,war
friend love waive home inspection thing go south little traumatic,2022-05,wsj,53,9,en,war
watch bird collide plane jfk wildlife biologist explain,2022-05,wsj,57,19,en,war
delete twitter facebook instagram account people actually log good,2022-05,wsj,79,25,en,war
buyer sign contract home early calculate monthly payment nearrecordlow mortgage rate rate climb,2022-05,wsj,104,23,en,war
amazon founder jeff bezos criticize biden administration tweet weekend tie corporate tax structure rise inflation,2022-05,wsj,280,69,en,war
multiple people shoot sunday southern california church authority person detain,2022-05,wsj,48,28,en,war
american politician grow cowardly touch nice ask,2022-05,wsj,106,22,en,war
zaire goodman help elderly customer cart outside tops supermarket buffalo gunman shoot neck mother child nightmare live nightmare,2022-05,wsj,147,42,en,war
tiktok comprehensive control parent work kid safe socialmedia app explain,2022-05,wsj,40,9,en,war
tuesday pennsylvania senate primary lt gov john fettermanthe lead democratic candidatesaid sunday suffer stroke,2022-05,wsj,37,14,en,war
kathy barnette army reserve veteran commentator emerge contender closing pennsylvania republican primary senate rise draw criticism donald trump back celebrity surgeon mehmet oz,2022-05,wsj,118,23,en,war
china negative test result require daily activity include buy grocery mass transit,2022-05,wsj,77,34,en,war
arrest yearold cardinal zen see spiritual leader hong kong prodemocracy movement underscore schism large catholic community,2022-05,wsj,172,77,en,war
photosharing iphone widget locket livein hit gen private approach social medium careful send,2022-05,wsj,39,6,en,war
home worth talk miamibased artist nadia karam create bold colorful coral gables home pretty look,2022-05,wsj,37,6,en,war
official ally world look establish friendly supply route key good amid war global pandemic,2022-05,wsj,96,29,en,war
deadly mass shooting buffalo supermarket saturday broadcast live twitch minute take company,2022-05,wsj,101,28,en,war
dollar win messy global economyand matter fight inflation,2022-05,wsj,164,45,en,war
threat harassment regular feature election worker contentious presidential election prepare midterm,2022-05,wsj,33,11,en,war
walmart create program recruit train college graduate store manager promise starting wage,2022-05,wsj,94,23,en,war
maybe baseball need skill competition juice allstar game philadelphia phillies general manager ruben amaro jr,2022-05,wsj,47,8,en,war
family hold hand piece adult child navigate addiction divorce mental health challenge home parent find challengesand hope,2022-05,wsj,64,11,en,war
suspect gunman saturday mass shooting buffalo bring hospital police june mental health evaluation generalized threat high school official,2022-05,wsj,260,125,en,war
finland seek parliamentary approval join nato kyiv force begin counteroffensive eastern izyum,2022-05,wsj,543,90,en,war
buffalo police commissioner joseph gramaglia allege supermarket mass shooter visit shooting little reconnaissance work area carry evil sickening act,2022-05,wsj,60,25,en,war
shanghai official outline plan phase reopening shopping mall supermarket business nearly lockdown,2022-05,wsj,116,26,en,war
lone gunman arm weapon war hatefilled soul shoot kill innocent people cold blood grocery store president biden statement address buffalo mass shooting,2022-05,wsj,106,25,en,war
long option stay home folk underrepresented go stay home minimize exposure subtle act exclusion minority employee microaggression reluctant return office,2022-05,wsj,93,34,en,war
november election dominate inflation question democrats will biden tuesday change write,2022-05,wsj,132,30,en,war
saudi aramco record quarterly profit world valuable company benefit surge oil price follow russia invasion ukraine,2022-05,wsj,152,54,en,war
great mom staunch advocate family son ruth whitfield victim buffalo supermarket mass shooting die care family,2022-05,wsj,3037,886,en,war
investor love watch stock investment plummet love option,2022-05,wsj,48,6,en,war
go predominantly white neighborhood think alive right hundred people gather impromptu vigil rally sunday black buffalo community target white mass shooter,2022-05,wsj,659,178,en,war
page document police believe write suspect buffalo shooter allegedly describe conspiracy theory know great replacement assert political elite use immigration policy reduce white population,2022-05,wsj,83,34,en,war
need twofactor authentication 2fa protect online account explain good avoid textmessage code,2022-05,wsj,52,20,en,war
useu trade technology council forge tie prove critical economy join impose sanction kremlin follow attack ukraine,2022-05,wsj,77,14,en,war
live update official investigate mass shooting kill people buffalo supermarket possible hate crime tops friendly markets heartbroken senseless violence,2022-05,wsj,549,141,en,war
think real shoot movie buffalo witness york grocery store shooting initially think hear set movie surreal,2022-05,wsj,87,28,en,war
migrant attempt take dangerous journey florida homemade ship cuba haiti,2022-05,wsj,72,21,en,war
official investigate killing people buffalo ny supermarket possible hate crime cite document link shooter detail plan mass shooting goal kill black people,2022-05,wsj,260,94,en,war
turn conscious mental image effect processing information,2022-05,wsj,97,16,en,war
watch birds collide plane cause damage lead delay cancel flight airport prevent,2022-05,wsj,43,16,en,war
resident recently russianoccupie village surround kyiv return remove debris rubblestrewn home plant vegetable planning future,2022-05,wsj,225,52,en,war
median ceo compensation set record million sampp ceo get pay package include equity award worth million list,2022-05,wsj,53,30,en,war
streaming guide week crossgenerational buddy love story hack return hbo max videogameturnedscifi series halo approach finale paramount show movie watch,2022-05,wsj,45,13,en,war
stock bond crypto markets look increasingly shaky recently caitlin look key factor drive current volatility selloff,2022-05,wsj,82,26,en,war
right elon musk ball wait happen hope worthy himand write david gelernter,2022-05,wsj,100,10,en,war
individual investor embrace option trading way ride stock market momentum pull late sign stock market speculative fever break,2022-05,wsj,107,27,en,war
startup investor send hope soar fly car rough landing way,2022-05,wsj,81,26,en,war
hear rise interest rate inflation typically circuit breaker richly value utility stock unusual time,2022-05,wsj,41,10,en,war
chinese citizen want emigrate discontent beijing covid strategy face hurdle obtain passport paperwork,2022-05,wsj,76,34,en,war
lebanese begin vote choose government country parliamentary election onset onceinacentury economic collapse deadly beirut port explosion,2022-05,wsj,77,25,en,war
russia unpredictable think helsinki security strategy prepare invasion placate moscow stay nato ukraine attack echo soviet assault finland upend balance,2022-05,wsj,169,52,en,war
review ford electrify bestselle family vehicle way mass appeal debut lightning car columnist dan neil answer resounding yes,2022-05,wsj,86,12,en,war
die sleep perennial source anxiety people doctor worried,2022-05,wsj,69,22,en,war
russia halt export electricity finland finland leader support application nato membership,2022-05,wsj,199,59,en,war
watch intermittent fasting help improve focus brain health animal study explain cognitive benefit apply human,2022-05,wsj,161,47,en,war
kendrick lamar album mr morale big steppers music start chapter career entrepreneur,2022-05,wsj,132,19,en,war
oregon farmhouse matt roloff exwife amy roloff raise child tlc series little people big world market million,2022-05,wsj,51,9,en,war
american seek ideal retirement spot zero rural county find outdoor activity low taxes vibrant economy,2022-05,wsj,99,17,en,war
inflation ease bit investor stock market remain treacherous place explain,2022-05,wsj,44,16,en,war
rise fall peloton mirror netflix explain,2022-05,wsj,51,8,en,war
perfect white tshirt hard find think guide procure close approximationcovere baby tee oversize option,2022-05,wsj,71,17,en,war
lamborghinis rollsroyces lake community montana idaho command cartierlike realestate price west coast buyer,2022-05,wsj,91,23,en,war
howard schultz plan bring drivethrough automation starbucks explain risk,2022-05,wsj,28,13,en,war
rare person date famous superstar earth star beloved novel adaptation maintain relatively low profile joe alwyn try good,2022-05,wsj,95,13,en,war
number resident portugal climb know americans make country home base,2022-05,wsj,190,41,en,war
extra mercury retrograde concern astrology fan postpone flight marriage home purchase,2022-05,wsj,72,22,en,war
chef wilo benet rethink flavor puerto rican food,2022-05,wsj,40,7,en,war
videogame turn kid zombie moderation boost cognitive skill researcher explain spot excessive gaming,2022-05,wsj,83,23,en,war
risk electricity shortage rise electricgrid operator warn roll blackout heat wave peak period soon,2022-05,wsj,498,282,en,war
americans learn hard way federal transfer payment decline real wage cause inflation,2022-05,wsj,185,46,en,war
recreational yearold learn deal foot wave like pro surfer lot zoom class starter,2022-05,wsj,50,8,en,war
multiple people shoot saturday afternoon supermarket buffalo ny police tweet add allege shooter custody,2022-05,wsj,98,40,en,war
world apparent freshness taste truly fresh trust supermarket label,2022-05,wsj,34,11,en,war
drain iphone battery explain,2022-05,wsj,53,25,en,war
know work tiktok cost take job employee describe punishing schedule app bill happy place internet,2022-05,wsj,59,16,en,war
nose hear worth smell secret author rich cohen learn father herbie professional negotiator,2022-05,wsj,50,11,en,war
image supermassive black hole center galaxy capture time,2022-05,wsj,239,46,en,war
kaitlyn younger apply ivy league school plus stanford berkeley sat accept,2022-05,wsj,160,39,en,war
man invent rule time change spend retirement,2022-05,wsj,56,18,en,war
ukraine president volodymyr zelensky jewish russian foreign minister compare hitler answer lie putin regime distorted view world war ii russian history,2022-05,wsj,296,93,en,war
abortion put supreme court foot fence write america country brink political violence,2022-05,wsj,57,16,en,war
know fail way corporate ladder,2022-05,wsj,41,9,en,war
israeli police launch investigation violent melee take place funeral prominent palestinianamerican journalist amid grow international condemnation officer fight casket bearer,2022-05,wsj,80,19,en,war
wear tie office mean dead expert discuss future neckwearplus notable man tie forever,2022-05,wsj,60,13,en,war
littleknown candidate kathy barnette surge contention mehmet oz david mccormick ahead tuesday pennsylvania senate gop primary,2022-05,wsj,113,28,en,war
rise inflation slow economic growth make gas hotel expensive lead americans rethink summer travel plan,2022-05,wsj,42,17,en,war
rule boss reduce stress staff guesswork email,2022-05,wsj,80,14,en,war
tiktok brain real researcher affect kid cognitive development kid live candy store,2022-05,wsj,248,102,en,war
congratulation hire fill open job challenge person actually,2022-05,wsj,63,12,en,war
photograph surrealist man ray nude girlfriend violin marking seemingly affix sell record million,2022-05,wsj,73,16,en,war
researcher massachusetts institute technology find potent tool fight global warming basically cat litter,2022-05,wsj,217,79,en,war
dealer usedcar buyer push willing spend,2022-05,wsj,51,13,en,war
gop delegation lead senate minority leader mitch mcconnell meet president zelensky kyiv,2022-05,wsj,363,79,en,war
rely entirely filler hope avoid need facelift absolutely go wide poofi york dermatologist avoid pillow face trout pout pitfall fillerhappy age,2022-05,wsj,57,21,en,war
war ukraine disrupt wheat shipment lead rise price commodity,2022-05,wsj,84,31,en,war
ukraine begin counteroffensive eastern izyum aim disrupt russian supply line donbas,2022-05,wsj,399,106,en,war
supreme court overturn roe wade let american people decide matter abortion justice samuel alito legal argument draft decision sound laudable write jakob haws,2022-05,wsj,87,17,en,war
economy indemand employee find power work,2022-05,wsj,64,22,en,war
jewelry fund russia invasion ukraine global web middleman make trace origin gold diamond hard lawmaker retailer consumer,2022-05,wsj,56,27,en,war
essay leak draft supreme court decision overturn roe wade mean court american law crisis look history case show answer write akhil reed amar yale law school,2022-05,wsj,53,21,en,war
chart tennessee kansas delaware see bad baby formula shortage,2022-05,wsj,48,20,en,war
sampp plenty room fall history guide,2022-05,wsj,81,29,en,war
netflix message employee prepared work content agree like quit,2022-05,wsj,3442,448,en,war
miami local feed relocate yorkers drive apartment rent,2022-05,wsj,225,47,en,war
candidate midterm election experiment nft help raise money spark interest campaign,2022-05,wsj,62,10,en,war
chinese windturbine maker expand abroad put pressure western rival struggle profit renewableenergy boom,2022-05,wsj,61,32,en,war
lose count time go cellar ok entry tymofiy zozulia war diary date march know mother stepfather dead,2022-05,wsj,90,43,en,war
war ukraine make food expensive poor country,2022-05,wsj,93,39,en,war
market selloff deepen grow number investor ask tina dead ageold market conviction alternative stock face big test,2022-05,wsj,51,17,en,war
event rally abortion right plan country saturday,2022-05,wsj,126,41,en,war
facebook twitter america fastestgrowe tech company signal hire spree mean job market,2022-05,wsj,44,24,en,war
recent graduate expect high pay benefit contend sharply rise rent,2022-05,wsj,40,18,en,war
look page today,2022-05,wsj,88,27,en,war
shortage baby formula lead desperate parent drive hour search supply health official warn try formula home,2022-05,wsj,43,25,en,war
putin invade ukraine seek divide weaken nato strategy backfire finland,2022-05,wsj,600,150,en,war
chartered jet pass hood lastminute alteration miss cap gown graduate scramble,2022-05,wsj,30,8,en,war
investor recent argue decent return hefty chunk portfolio stock fed turn dynamic head,2022-05,wsj,41,14,en,war
arrival family basketball hoop time game horse oneonone humor columnist opportunity delude shoot,2022-05,wsj,55,8,en,war
look like beach house traditional sense home potbelly beach club design let beach water light talking,2022-05,wsj,41,6,en,war
europe particularly vulnerable global shortfall diesel fuel import russia expect slump sanction tighten,2022-05,wsj,49,25,en,war
china potential counterbalance emerge president xi lowprofile premier li,2022-05,wsj,84,43,en,war
usain bolt fast teenager world american erriyon knighton fast,2022-05,wsj,219,42,en,war
treasury official illicitfinance measure important step counter russian president vladimir putin corrupt russian oligarch,2022-05,wsj,42,19,en,war
rejoin flawed accord bad idea west continue hope despite grow evidence effort futile dangerous,2022-05,wsj,53,19,en,war
border restriction protracted lockdown shanghai prompt chinese citizen contemplate emigration prospect unthinkable,2022-05,wsj,59,18,en,war
stock bad start halfcentury measure look expensive,2022-05,wsj,77,16,en,war
early look page weekend edition,2022-05,wsj,83,39,en,war
director roleplaying game require student debate slavery pull print recently college student professor complain uncomfortable,2022-05,wsj,52,19,en,war
scandinavia cool destination waterfront neighborhood oslo nexus art architecture food,2022-05,wsj,84,15,en,war
israeli security force palestinians clash violently west bank funeral prominent palestinianamerican journalist jerusalem bloody violence see death israeli police officer,2022-05,wsj,61,30,en,war
interior designer love architectural feature aesthetic practical benefit air mystery,2022-05,wsj,34,5,en,war
russian court extend pretrial detention wnba basketball star brittney griner allege drug charge delay outcome case official base wrongful arrest,2022-05,wsj,49,21,en,war
thank hubris mismanagement sri lanka look increasingly like venezuela write,2022-05,wsj,57,16,en,war
cryptocurrencie like bitcoin ether tumble mirror slide broad stock market explain,2022-05,wsj,55,20,en,war
review dissociative identity disorder 1950 american cultureantiseptic beaver cleaverism vs postnuclear paranoiais exploit disturbing amusing effect monstrous horror film well plot twist recent memory,2022-05,wsj,58,8,en,war
zealand prime minister jacinda ardern champion zero covid strategy early pandemic test positive virus stay home week,2022-05,wsj,155,44,en,war
imagine life parent ukrainian boy recount diary loss mother stepfather attack russian force outside kyiv,2022-05,wsj,205,69,en,war
uk government sanction alina kabaeva russian retire olympic rhythmic gymnast cite allege close relationship president vladimir putin,2022-05,wsj,91,25,en,war
sheikh khalifa bin zayed nahyan second president united arab emirates ruler abu dhabi shun limelight oversee country remarkable transformation die,2022-05,wsj,2228,925,en,war
obituary fred ward act movie tremors right stuff decadeslong career major role clint eastwood hit escape alcatraz,2022-05,wsj,127,26,en,war
russia unpredictable think finland worry russian attack choose stay nato ukraine attack echo soviet invasion suddenly change calculus,2022-05,wsj,443,115,en,war
student hard finish college turn get dress graduation,2022-05,wsj,49,8,en,war
special counsel john durham step court monday trial probe democrats russiacollusion hoax formality mr durham win write,2022-05,wsj,45,13,en,war
iconic portrait movie star marilyn monroe andy warhol sell million recordbreake price american artwork auction,2022-05,wsj,59,26,en,war
family sandy hook shoot victim close agreement resume defamation lawsuit conspiracy theorist alex jones infowars site follow delay cause bankruptcy filing,2022-05,wsj,92,20,en,war
listen today episode podcast discuss silicon valley telehealth startup stop prescribe adderall patient amid concern careful,2022-05,wsj,16,5,en,war
house democrats plan fasttrack vote relax regulation baby formula effort boost availability capitol hill move urgently address recent shortage face grow concern parent,2022-05,wsj,47,15,en,war
large cryptocurrencie show sign recovery follow roughly weeklong selloff beleaguered stablecoin terrausd continue tumble,2022-05,wsj,24,11,en,war
president biden sign law bill require federal judge supreme court justice promptly disclose stock purchase sale financial disclosure report online publicly accessible searchable database,2022-05,wsj,977,203,en,war
historic first reach mount everest week allblack group climber youngest american woman summit woman make recordsette tenth climb,2022-05,wsj,47,9,en,war
stock rise friday end turbulent week dow fall seven straight week long losing streak,2022-05,wsj,58,18,en,war
official friday washington easing sanction part syria outside damascus control need alleviate economic crisis prevent resurgence islamic state militant turkey criticize policy shift,2022-05,wsj,37,12,en,war
united airlines friday reach agreement principle union represent pilot major airline reach step contract talk,2022-05,wsj,46,6,en,war
follow restoration billionaire supermarket mogul ron burkle list bob hope longtime toluca lake home million,2022-05,wsj,35,8,en,war
moderna release detail abrupt departure chief financial officer jorge gomez know internal investigation employer dentsply sirona disclose tuesday,2022-05,wsj,42,14,en,war
early invasion ukraine russians number rule ratio attacker outnumber defender order prevail place faith force ratio explain,2022-05,wsj,254,51,en,war
president biden take credit fall federal deficit will tell real reason allow fill blank,2022-05,wsj,86,25,en,war
hot housing market well rent buy surge rent home price home buyer worth math,2022-05,wsj,36,8,en,war
stock market long slog write investor prosper federal reserve raise rate fight inflation,2022-05,wsj,43,10,en,war
childabuse investigation parent transgender child clear forward texas supreme court decision friday strike injunction hold bay,2022-05,wsj,63,12,en,war
sale escooter commuter look dodge high gas price tough carbuying market explain,2022-05,wsj,31,13,en,war
trial warcrimes charge russian soldier ukrainian custody continue ukraine prosecutorgeneral office investigation allege fatally shoot unarmed yearold man near home northeastern ukraine,2022-05,wsj,111,34,en,war
house oversight committee investigate major producer baby formula include maker similac enfamil seek information supply shortage leave brand stock,2022-05,wsj,79,29,en,war
iran hardliner believe win nuclear weapon write ray takeyh,2022-05,wsj,33,8,en,war
list thing people unhappy long competitive oregon district longtime democratic rep kurt schrader face primary challenge newly reconfigure house seat,2022-05,wsj,24,6,en,war
stock open higher final punish week loss dow rise point techheavy nasdaq,2022-05,wsj,50,9,en,war
decision roe wade loom expect ban severely restrict access abortion people expect source abortion pill online provider pharmacy overseas,2022-05,wsj,42,13,en,war
elon musk tweet billion deal buy twitter temporarily hold pende detail number fake account platform later add remain committed acquisition,2022-05,wsj,90,18,en,war
share twitter tumble premarket trading elon musk deal buy company hold later comment reaffirm commitment acquisition help twitter trim loss,2022-05,wsj,60,24,en,war
elon musk commit buy twitter hour deal hold question fake account,2022-05,wsj,181,61,en,war
helium bitcoin cryptocurrencie investor riskaverse chart crypto volatile journey depth,2022-05,wsj,87,35,en,war
stock future rise suggest market stage relief rally friday punishing week loss major index,2022-05,wsj,33,8,en,war
elon musk deal buy twitter hold pende detail fake account socialmedia platform share slide premarket trade,2022-05,wsj,167,67,en,war
ukrainian government open talk evacuate soldier trap azovstal steel mill mariupol stage eu prepare proposal boost funding ukraine military,2022-05,wsj,89,15,en,war
break elon musk deal buy twitter hold pende detail fake account socialmedia platform share slide premarket trade,2022-05,wsj,361,133,en,war
review montana david siegel scott mcgehee film adult child nowcomatose father grapple inherit trauma,2022-05,wsj,27,3,en,war
kentucky sen rand paul block quick passage bill provide ukraine nearly billion aid,2022-05,wsj,221,37,en,war
electricvehicle startup rivian recall batterypowered pickup truck potentially faulty airbag sensor,2022-05,wsj,40,15,en,war
near million covid death biden aim develop global health fund share covid technology country fight virus,2022-05,wsj,57,17,en,war
hector millionyearold fossil raptor sell auction million,2022-05,wsj,109,18,en,war
country music star naomi judd die suicide daughter ashley judd television interview share detail mother death effort spread awareness mental illness,2022-05,wsj,61,26,en,war
video dozens ukrainian civilian kill fourmile stretch road outside kyiv march wsj analysis reveal russian force position road fire kidnap flee civilian,2022-05,wsj,142,99,en,war
treasury secretary janet yellen discussion effect abortion labor force participation rate will win convert ignore economic fact,2022-05,wsj,58,21,en,war
originally interior designer turn paint nadia karam blend artwork create furniture personal touch inside squarefoot florida home,2022-05,wsj,18,2,en,war
senior executive twitter leave company promote position december departure platform agree acquire elon musk,2022-05,wsj,121,21,en,war
